CaseID,ActivityID,CompleteTimestamp,Resource,ElapsedTime
175666,3,2011-10-09 09:41:48,112,35
175666,4,2011-10-09 09:41:49,112,1
175666,4,2011-10-10 09:34:27,0,85958
175666,5,2011-10-10 09:43:04,11120,517
175666,4,2011-10-10 09:43:06,0,2
175678,0,2011-10-09 11:10:42,112,0
175678,1,2011-10-09 11:10:42,112,0
175678,6,2011-10-09 11:11:24,112,42
175678,6,2011-10-10 09:10:23,10881,79139
175678,2,2011-10-10 09:16:42,10881,379
175678,6,2011-10-10 09:16:47,10881,5
175696,0,2011-10-09 12:27:49,112,0
175696,1,2011-10-09 12:27:49,112,0
175696,6,2011-10-09 12:28:02,112,13
175696,6,2011-10-10 09:33:18,10881,75916
175696,2,2011-10-10 09:36:25,10881,187
175696,6,2011-10-10 09:36:29,10881,4
175705,0,2011-10-09 13:00:32,112,0
175705,1,2011-10-09 13:00:32,112,0
175705,6,2011-10-09 13:00:42,112,10
175705,6,2011-10-10 09:41:20,10881,74438
175705,6,2011-10-10 09:42:10,10881,50
175705,6,2011-10-10 09:53:47,10881,697
175705,2,2011-10-10 09:54:35,10881,48
175705,6,2011-10-10 09:54:38,10881,3
175708,0,2011-10-09 13:14:02,112,0
175708,1,2011-10-09 13:14:02,112,0
175708,2,2011-10-09 13:14:35,112,33
175711,0,2011-10-09 13:27:02,112,0
175711,1,2011-10-09 13:27:02,112,0
175711,6,2011-10-09 13:27:42,112,40
175711,6,2011-10-10 09:17:30,10881,71388
175711,3,2011-10-10 09:18:45,10881,75
175711,4,2011-10-10 09:18:45,10881,0
175711,6,2011-10-10 09:18:46,10881,1
175711,4,2011-10-10 09:54:34,11189,2148
175711,5,2011-10-10 10:03:42,11189,548
175711,4,2011-10-10 10:03:44,11189,2
175717,0,2011-10-09 14:23:50,112,0
175717,1,2011-10-09 14:23:50,112,0
175717,3,2011-10-09 14:24:26,112,36
175717,4,2011-10-09 14:24:27,112,1
175717,4,2011-10-10 11:14:41,0,75014
175717,5,2011-10-10 11:28:55,11120,854
175717,4,2011-10-10 11:28:57,0,2
175723,0,2011-10-09 14:30:52,112,0
175723,1,2011-10-09 14:30:53,112,1
175723,2,2011-10-09 14:31:32,112,39
175729,0,2011-10-09 14:53:48,112,0
175729,1,2011-10-09 14:53:48,112,0
175729,6,2011-10-09 14:54:27,112,39
175729,6,2011-10-10 09:37:44,10881,67397
175729,2,2011-10-10 09:38:04,10881,20
175729,6,2011-10-10 09:38:07,10881,3
175732,0,2011-10-09 14:58:41,112,0
175732,1,2011-10-09 14:58:41,112,0
175732,2,2011-10-09 14:59:15,112,34
175738,0,2011-10-09 15:32:31,112,0
175738,1,2011-10-09 15:32:31,112,0
175738,6,2011-10-09 15:33:12,112,41
175738,6,2011-10-10 09:36:42,10881,65010
175738,2,2011-10-10 09:36:59,10881,17
175738,6,2011-10-10 09:37:03,10881,4
175747,0,2011-10-09 16:29:33,112,0
175747,1,2011-10-09 16:29:33,112,0
175747,6,2011-10-09 16:30:15,112,42
175747,6,2011-10-10 09:25:29,10881,60914
175747,2,2011-10-10 09:25:45,10881,16
175747,6,2011-10-10 09:25:48,10881,3
175750,0,2011-10-09 16:45:01,112,0
175750,1,2011-10-09 16:45:01,112,0
175750,3,2011-10-09 16:45:42,112,41
175750,4,2011-10-09 16:45:42,112,0
175750,4,2011-10-10 14:20:56,0,77714
175750,4,2011-10-10 14:25:12,0,256
175750,4,2011-10-10 16:14:12,11189,6540
175750,4,2011-10-10 16:14:33,11189,21
175750,4,2011-10-10 16:15:07,11189,34
175750,4,2011-10-10 16:18:10,11189,183
175750,4,2011-10-10 16:18:18,11189,8
175750,4,2011-10-10 16:18:30,11189,12
175750,4,2011-10-10 16:18:56,10889,26
175750,2,2011-10-10 16:24:37,10889,341
175750,4,2011-10-10 16:24:42,10889,5
175753,0,2011-10-09 16:55:18,112,0
175753,1,2011-10-09 16:55:18,112,0
175753,2,2011-10-09 16:55:58,112,40
175759,0,2011-10-09 16:59:31,112,0
175759,1,2011-10-09 16:59:31,112,0
175759,6,2011-10-09 16:59:44,112,13
175759,6,2011-10-10 09:36:33,10881,59809
175759,3,2011-10-10 09:38:20,10881,107
175759,4,2011-10-10 09:38:20,10881,0
175759,6,2011-10-10 09:38:21,10881,1
175759,4,2011-10-10 11:56:12,11189,8271
175759,4,2011-10-10 12:08:35,11189,743
175759,4,2011-10-10 12:08:53,10912,18
175759,4,2011-10-10 12:17:16,10912,503
175759,4,2011-10-10 17:24:03,0,18407
175759,4,2011-10-10 17:27:37,0,214
175759,4,2011-10-10 17:28:05,10933,28
175759,4,2011-10-10 17:33:23,10933,318
175759,4,2011-10-10 18:35:55,10933,3752
175759,4,2011-10-10 19:21:07,10933,2712
175759,4,2011-10-10 19:21:09,10933,2
175759,5,2011-10-10 19:22:15,10933,66
175759,4,2011-10-10 19:22:17,10933,2
175762,0,2011-10-09 17:02:29,112,0
175762,1,2011-10-09 17:02:29,112,0
175762,2,2011-10-09 17:03:03,112,34
175765,0,2011-10-09 17:07:30,112,0
175765,1,2011-10-09 17:07:30,112,0
175765,6,2011-10-09 17:08:04,112,34
175765,6,2011-10-10 09:22:38,10881,58474
175765,6,2011-10-10 09:24:35,10881,117
175765,6,2011-10-10 09:52:39,10881,1684
175765,6,2011-10-10 09:53:43,10881,64
175765,6,2011-10-10 09:53:57,10881,14
175765,3,2011-10-10 09:54:06,10881,9
175765,4,2011-10-10 09:54:06,10881,0
175765,6,2011-10-10 09:54:07,10881,1
175765,4,2011-10-10 15:45:08,0,21061
175765,5,2011-10-10 15:56:16,11120,668
175765,4,2011-10-10 15:56:18,0,2
175768,0,2011-10-09 17:09:42,112,0
175768,1,2011-10-09 17:09:43,112,1
175768,6,2011-10-09 17:10:15,112,32
175768,6,2011-10-10 09:27:19,10881,58624
175768,3,2011-10-10 09:27:54,10881,35
175768,4,2011-10-10 09:27:54,10881,0
175768,6,2011-10-10 09:27:55,10881,1
175768,4,2011-10-10 11:41:53,11189,8038
175768,2,2011-10-10 11:55:21,11189,808
175768,4,2011-10-10 11:55:24,11189,3
175771,0,2011-10-09 17:19:42,112,0
175771,1,2011-10-09 17:19:42,112,0
175771,3,2011-10-09 17:20:21,112,39
175771,4,2011-10-09 17:20:21,112,0
175771,4,2011-10-10 14:39:03,0,76722
175771,4,2011-10-10 14:54:54,0,951
175771,4,2011-10-10 14:55:02,0,8
175771,2,2011-10-10 14:59:38,11120,276
175771,4,2011-10-10 14:59:42,0,4
175777,0,2011-10-09 18:48:02,112,0
175777,1,2011-10-09 18:48:03,112,1
175777,2,2011-10-09 18:48:41,112,38
175783,0,2011-10-09 18:58:17,112,0
175783,1,2011-10-09 18:58:18,112,1
175783,2,2011-10-09 18:58:47,112,29
175786,0,2011-10-09 19:04:17,112,0
175786,1,2011-10-09 19:04:17,112,0
175786,6,2011-10-09 19:04:46,112,29
175786,6,2011-10-10 09:45:01,10881,52815
175786,2,2011-10-10 09:50:25,10881,324
175786,6,2011-10-10 09:50:28,10881,3
175795,0,2011-10-09 19:51:02,112,0
175795,1,2011-10-09 19:51:02,112,0
175795,2,2011-10-09 19:51:32,112,30
175810,0,2011-10-09 21:03:56,112,0
175810,1,2011-10-09 21:03:56,112,0
175810,6,2011-10-09 21:04:11,112,15
175810,6,2011-10-10 09:33:05,10881,44934
175810,2,2011-10-10 09:35:21,10881,136
175810,6,2011-10-10 09:35:25,10881,4
175816,0,2011-10-09 21:19:39,112,0
175816,1,2011-10-09 21:19:39,112,0
175816,2,2011-10-09 21:20:20,112,41
175819,0,2011-10-09 21:21:26,112,0
175819,1,2011-10-09 21:21:26,112,0
175819,3,2011-10-09 21:22:03,112,37
175819,4,2011-10-09 21:22:03,112,0
175819,4,2011-10-10 14:25:17,0,61394
175819,4,2011-10-10 14:37:15,0,718
175819,4,2011-10-10 14:37:22,0,7
175819,2,2011-10-10 14:47:26,10880,604
175819,4,2011-10-10 14:47:31,0,5
175828,0,2011-10-09 22:28:37,112,0
175828,1,2011-10-09 22:28:37,112,0
175828,2,2011-10-09 22:29:17,112,40
175837,0,2011-10-09 23:07:12,112,0
175837,1,2011-10-09 23:07:12,112,0
175837,6,2011-10-09 23:07:25,112,13
175837,6,2011-10-10 09:38:25,10881,37860
175837,6,2011-10-10 09:42:10,10881,225
175837,6,2011-10-10 09:50:45,10881,515
175837,2,2011-10-10 09:52:30,10881,105
175837,6,2011-10-10 09:52:34,10881,4
175846,0,2011-10-09 23:31:47,112,0
175846,1,2011-10-09 23:31:48,112,1
175846,6,2011-10-09 23:32:30,112,42
175846,6,2011-10-10 09:19:46,10881,35236
175846,2,2011-10-10 09:21:53,10881,127
175846,6,2011-10-10 09:21:56,10881,3
175862,0,2011-10-10 09:23:48,112,0
175862,1,2011-10-10 09:23:48,112,0
175862,2,2011-10-10 09:24:25,112,37
175865,0,2011-10-10 10:13:46,112,0
175865,1,2011-10-10 10:13:47,112,1
175865,6,2011-10-10 10:13:59,112,12
175865,6,2011-10-10 11:37:41,10881,5022
175865,2,2011-10-10 11:39:31,10881,110
175865,6,2011-10-10 11:39:34,10881,3
175868,0,2011-10-10 10:16:51,112,0
175868,1,2011-10-10 10:16:52,112,1
175868,2,2011-10-10 10:17:29,112,37
175871,0,2011-10-10 10:46:30,112,0
175871,1,2011-10-10 10:46:31,112,1
175871,6,2011-10-10 10:47:28,112,57
175871,6,2011-10-10 10:47:32,11009,4
175871,3,2011-10-10 10:48:01,11009,29
175871,4,2011-10-10 10:48:01,11009,0
175871,6,2011-10-10 10:48:02,11009,1
175871,4,2011-10-10 10:48:15,11009,13
175871,5,2011-10-10 11:16:25,11009,1690
175871,4,2011-10-10 11:16:27,11009,2
175874,0,2011-10-10 10:49:12,112,0
175874,1,2011-10-10 10:49:14,112,2
175874,2,2011-10-10 10:49:54,112,40
175877,0,2011-10-10 10:53:12,112,0
175877,1,2011-10-10 10:53:14,112,2
175877,6,2011-10-10 10:53:43,112,29
175877,6,2011-10-10 10:54:29,11189,46
175877,2,2011-10-10 11:03:31,11189,542
175877,6,2011-10-10 11:03:34,11189,3
175880,0,2011-10-10 10:55:54,112,0
175880,1,2011-10-10 10:55:54,112,0
175880,6,2011-10-10 10:56:05,112,11
175880,6,2011-10-10 11:37:49,10881,2504
175880,2,2011-10-10 11:39:45,10881,116
175880,6,2011-10-10 11:39:48,10881,3
175886,0,2011-10-10 11:17:32,112,0
175886,1,2011-10-10 11:17:32,112,0
175886,6,2011-10-10 11:17:42,112,10
175886,6,2011-10-10 11:37:56,10881,1214
175886,2,2011-10-10 11:39:18,10881,82
175886,6,2011-10-10 11:39:21,10881,3
175889,0,2011-10-10 11:22:25,112,0
175889,1,2011-10-10 11:22:26,112,1
175889,6,2011-10-10 11:22:43,112,17
175889,6,2011-10-10 11:53:30,10228,1847
175889,2,2011-10-10 12:00:02,10228,392
175889,6,2011-10-10 12:00:07,10228,5
175895,0,2011-10-10 11:37:32,112,0
175895,1,2011-10-10 11:37:32,112,0
175895,2,2011-10-10 11:38:07,112,35
175898,0,2011-10-10 11:40:31,112,0
175898,1,2011-10-10 11:40:32,112,1
175898,6,2011-10-10 11:41:32,112,60
175898,6,2011-10-10 12:01:58,10228,1226
175898,3,2011-10-10 12:03:14,10228,76
175898,4,2011-10-10 12:03:14,10228,0
175898,6,2011-10-10 12:03:15,10228,1
175898,4,2011-10-10 12:44:46,11189,2491
175898,4,2011-10-10 12:48:06,11189,200
175898,4,2011-10-10 12:48:18,11189,12
175898,4,2011-10-10 12:48:31,11189,13
175898,4,2011-10-10 14:53:05,11189,7474
175898,2,2011-10-10 14:59:30,11189,385
175898,4,2011-10-10 14:59:33,11189,3
175901,0,2011-10-10 11:51:48,112,0
175901,1,2011-10-10 11:51:48,112,0
175901,6,2011-10-10 11:52:33,112,45
175901,6,2011-10-10 12:00:17,10228,464
175901,2,2011-10-10 12:01:48,10228,91
175901,6,2011-10-10 12:01:51,10228,3
175904,0,2011-10-10 11:52:15,112,0
175904,1,2011-10-10 11:52:16,112,1
175904,2,2011-10-10 11:52:51,112,35
175916,0,2011-10-10 12:20:57,112,0
175916,1,2011-10-10 12:20:58,112,1
175916,6,2011-10-10 12:21:47,112,49
175916,6,2011-10-10 12:40:33,10881,1126
175916,2,2011-10-10 12:40:52,10881,19
175916,6,2011-10-10 12:40:57,10881,5
175919,0,2011-10-10 12:23:22,112,0
175919,1,2011-10-10 12:23:22,112,0
175919,2,2011-10-10 12:23:58,112,36
175922,0,2011-10-10 12:25:15,112,0
175922,1,2011-10-10 12:25:16,112,1
175922,6,2011-10-10 12:25:31,112,15
175922,6,2011-10-10 12:26:25,10881,54
175922,6,2011-10-10 12:27:03,10881,38
175922,6,2011-10-10 12:27:06,10881,3
175922,3,2011-10-10 12:33:33,10881,387
175922,4,2011-10-10 12:33:33,10881,0
175922,6,2011-10-10 12:33:34,10881,1
175922,4,2011-10-10 12:33:44,10881,10
175922,4,2011-10-10 12:40:23,10881,399
175922,4,2011-10-10 17:32:30,11181,17527
175922,4,2011-10-10 17:32:39,11181,9
175922,4,2011-10-10 17:49:25,11201,1006
175922,4,2011-10-10 18:02:11,11201,766
175922,4,2011-10-10 18:02:13,11201,2
175922,2,2011-10-10 18:15:52,11201,819
175922,4,2011-10-10 18:15:57,11201,5
175925,0,2011-10-10 12:50:18,112,0
175925,1,2011-10-10 12:50:19,112,1
175925,2,2011-10-10 12:50:55,112,36
175928,0,2011-10-10 12:59:04,112,0
175928,1,2011-10-10 12:59:05,112,1
175928,6,2011-10-10 12:59:36,112,31
175928,6,2011-10-10 13:30:27,10889,1851
175928,3,2011-10-10 13:30:57,10889,30
175928,4,2011-10-10 13:30:57,10889,0
175928,6,2011-10-10 13:30:59,10889,2
175928,4,2011-10-10 15:00:26,11189,5367
175928,2,2011-10-10 15:09:52,11189,566
175928,4,2011-10-10 15:09:55,11189,3
175931,0,2011-10-10 13:03:44,112,0
175931,1,2011-10-10 13:03:45,112,1
175931,6,2011-10-10 13:04:36,112,51
175931,6,2011-10-10 13:31:02,10889,1586
175931,2,2011-10-10 13:53:25,10889,1343
175931,6,2011-10-10 13:53:28,10889,3
175934,0,2011-10-10 13:45:55,112,0
175934,1,2011-10-10 13:45:56,112,1
175934,6,2011-10-10 13:46:33,112,37
175934,6,2011-10-10 13:53:41,10889,428
175934,2,2011-10-10 13:59:53,10889,372
175934,6,2011-10-10 13:59:56,10889,3
175940,0,2011-10-10 14:15:47,112,0
175940,1,2011-10-10 14:15:47,112,0
175940,2,2011-10-10 14:17:10,112,83
175943,0,2011-10-10 14:23:48,112,0
175943,1,2011-10-10 14:23:48,112,0
175943,2,2011-10-10 14:24:29,112,41
175946,0,2011-10-10 14:25:45,112,0
175946,1,2011-10-10 14:25:46,112,1
175946,3,2011-10-10 14:26:25,112,39
175946,4,2011-10-10 14:26:26,112,1
175946,4,2011-10-10 15:16:27,11189,3001
175946,4,2011-10-10 15:32:09,11189,942
175946,4,2011-10-10 15:33:09,11189,60
175946,5,2011-10-10 15:33:52,11189,43
175946,4,2011-10-10 15:33:53,11189,1
175949,0,2011-10-10 14:30:19,112,0
175949,1,2011-10-10 14:30:20,112,1
175949,2,2011-10-10 14:31:06,112,46
175952,0,2011-10-10 14:40:19,112,0
175952,1,2011-10-10 14:40:19,112,0
175952,3,2011-10-10 14:40:53,112,34
175952,4,2011-10-10 14:40:53,112,0
175952,4,2011-10-10 15:10:16,11189,1763
175952,4,2011-10-10 15:16:01,11189,345
175952,4,2011-10-10 16:00:03,10889,2642
175952,2,2011-10-10 16:03:43,10889,220
175952,4,2011-10-10 16:03:46,10889,3
175955,0,2011-10-10 14:40:43,112,0
175955,1,2011-10-10 14:40:43,112,0
175955,2,2011-10-10 14:41:37,112,54
175961,0,2011-10-10 15:07:57,112,0
175961,1,2011-10-10 15:07:58,112,1
175961,2,2011-10-10 15:08:54,112,56
175964,0,2011-10-10 15:20:02,112,0
175964,1,2011-10-10 15:20:02,112,0
175964,2,2011-10-10 15:20:53,112,51
175967,0,2011-10-10 15:29:48,112,0
175967,1,2011-10-10 15:29:49,112,1
175967,2,2011-10-10 15:30:41,112,52
175979,0,2011-10-10 16:09:26,112,0
175979,1,2011-10-10 16:09:26,112,0
175979,6,2011-10-10 16:10:03,112,37
175979,6,2011-10-10 16:33:07,10889,1384
175979,3,2011-10-10 16:34:00,10889,53
175979,4,2011-10-10 16:34:00,10889,0
175979,6,2011-10-10 16:34:01,10889,1
175979,4,2011-10-10 16:34:46,11189,45
175979,2,2011-10-10 16:42:53,11189,487
175979,4,2011-10-10 16:42:56,11189,3
175982,0,2011-10-10 16:12:03,112,0
175982,1,2011-10-10 16:12:04,112,1
175982,6,2011-10-10 16:12:27,112,23
175982,6,2011-10-10 16:34:13,10889,1306
175982,2,2011-10-10 16:39:09,10889,296
175982,6,2011-10-10 16:39:12,10889,3
175985,0,2011-10-10 16:12:33,112,0
175985,1,2011-10-10 16:12:34,112,1
175985,2,2011-10-10 16:13:23,112,49
175988,0,2011-10-10 16:25:18,112,0
175988,1,2011-10-10 16:25:19,112,1
175988,6,2011-10-10 16:26:09,112,50
175988,6,2011-10-10 17:14:09,10982,2880
175988,6,2011-10-10 17:16:29,10982,140
175988,6,2011-10-10 19:51:44,10889,9315
175988,2,2011-10-10 19:52:50,10889,66
175988,6,2011-10-10 19:52:53,10889,3
176003,0,2011-10-10 17:59:30,112,0
176003,1,2011-10-10 17:59:31,112,1
176003,2,2011-10-10 17:59:34,112,3
176009,0,2011-10-10 18:12:41,112,0
176009,1,2011-10-10 18:12:42,112,1
176009,6,2011-10-10 18:12:50,112,8
176009,6,2011-10-10 19:25:23,10982,4353
176009,2,2011-10-10 19:26:44,10982,81
176009,6,2011-10-10 19:26:46,10982,2
176018,0,2011-10-10 18:39:37,112,0
176018,1,2011-10-10 18:39:37,112,0
176018,3,2011-10-10 18:40:17,112,40
176018,4,2011-10-10 18:40:17,112,0
176018,4,2011-10-10 18:40:36,10982,19
176018,2,2011-10-10 18:45:38,10982,302
176018,4,2011-10-10 18:45:42,10982,4
176024,0,2011-10-10 18:45:35,112,0
176024,1,2011-10-10 18:45:36,112,1
176024,2,2011-10-10 18:46:10,112,34
176027,0,2011-10-10 18:52:43,112,0
176027,1,2011-10-10 18:52:43,112,0
176027,6,2011-10-10 18:53:09,112,26
176027,6,2011-10-10 19:26:51,10982,2022
176027,2,2011-10-10 19:28:21,10982,90
176027,6,2011-10-10 19:28:23,10982,2
176036,0,2011-10-10 19:34:31,112,0
176036,1,2011-10-10 19:34:32,112,1
176036,2,2011-10-10 19:35:09,112,37
176042,0,2011-10-10 19:42:04,112,0
176042,1,2011-10-10 19:42:04,112,0
176042,2,2011-10-10 19:42:44,112,40
176054,0,2011-10-10 20:21:24,112,0
176054,1,2011-10-10 20:21:25,112,1
176054,6,2011-10-10 20:21:37,112,12
176054,6,2011-10-10 20:48:29,10889,1612
176054,2,2011-10-10 20:54:42,10889,373
176054,6,2011-10-10 20:54:46,10889,4
176066,0,2011-10-10 21:08:12,112,0
176066,1,2011-10-10 21:08:13,112,1
176066,6,2011-10-10 21:09:01,112,48
176066,6,2011-10-11 08:53:45,10881,42284
176066,3,2011-10-11 08:54:11,10881,26
176066,4,2011-10-11 08:54:11,10881,0
176066,6,2011-10-11 08:54:12,10881,1
176066,4,2011-10-11 09:42:51,0,2919
176066,4,2011-10-11 09:44:57,0,126
176066,4,2011-10-11 11:22:21,11169,5844
176066,2,2011-10-11 12:19:43,11169,3442
176066,4,2011-10-11 12:19:47,11169,4
176075,0,2011-10-10 21:48:46,112,0
176075,1,2011-10-10 21:48:47,112,1
176075,6,2011-10-10 21:49:31,112,44
176075,6,2011-10-11 08:58:44,10881,40153
176075,2,2011-10-11 08:59:38,10881,54
176075,6,2011-10-11 08:59:44,10881,6
176096,0,2011-10-10 23:10:52,112,0
176096,1,2011-10-10 23:10:59,112,7
176096,6,2011-10-10 23:11:41,112,42
176096,6,2011-10-11 09:01:38,10881,35397
176096,3,2011-10-11 09:02:06,10881,28
176096,4,2011-10-11 09:02:06,10881,0
176096,6,2011-10-11 09:02:07,10881,1
176096,4,2011-10-11 10:19:31,11179,4644
176096,4,2011-10-11 10:19:37,11179,6
176096,4,2011-10-11 11:30:58,0,4281
176096,4,2011-10-11 11:32:07,0,69
176096,4,2011-10-11 11:32:11,0,4
176096,4,2011-10-11 11:32:44,0,33
176096,4,2011-10-11 16:11:54,10863,16750
176096,4,2011-10-11 16:12:10,10863,16
176096,4,2011-10-11 16:29:05,11179,1015
176096,4,2011-10-11 16:30:21,11179,76
176096,4,2011-10-11 16:34:24,10863,243
176096,2,2011-10-11 16:50:52,10863,988
176096,4,2011-10-11 16:50:55,10863,3
176099,0,2011-10-10 23:43:47,112,0
176099,1,2011-10-10 23:43:48,112,1
176099,6,2011-10-10 23:43:58,112,10
176099,6,2011-10-11 08:59:59,10881,33361
176099,2,2011-10-11 09:00:50,10881,51
176099,6,2011-10-11 09:00:53,10881,3
176102,0,2011-10-11 00:53:20,112,0
176102,1,2011-10-11 00:53:20,112,0
176102,6,2011-10-11 00:54:07,112,47
176102,6,2011-10-11 09:01:07,10881,29220
176102,3,2011-10-11 09:01:32,10881,25
176102,4,2011-10-11 09:01:32,10881,0
176102,6,2011-10-11 09:01:33,10881,1
176102,4,2011-10-11 09:34:23,11179,1970
176102,4,2011-10-11 09:34:33,11179,10
176102,4,2011-10-11 10:32:35,0,3482
176102,2,2011-10-11 10:43:39,10862,664
176102,4,2011-10-11 10:43:43,0,4
176125,0,2011-10-11 09:10:59,112,0
176125,1,2011-10-11 09:10:59,112,0
176125,2,2011-10-11 09:11:43,112,44
176140,0,2011-10-11 10:02:22,112,0
176140,1,2011-10-11 10:02:22,112,0
176140,6,2011-10-11 10:03:17,112,55
176140,6,2011-10-11 10:29:52,10881,1595
176140,2,2011-10-11 10:30:16,10881,24
176140,6,2011-10-11 10:30:20,10881,4
176143,0,2011-10-11 10:12:16,112,0
176143,1,2011-10-11 10:12:16,112,0
176143,6,2011-10-11 10:12:26,112,10
176143,6,2011-10-11 10:30:21,10881,1075
176143,2,2011-10-11 10:31:23,10881,62
176143,6,2011-10-11 10:31:25,10881,2
176149,0,2011-10-11 10:34:56,112,0
176149,1,2011-10-11 10:34:56,112,0
176149,3,2011-10-11 10:36:38,112,102
176149,4,2011-10-11 10:36:38,112,0
176149,4,2011-10-11 11:15:44,11179,2346
176149,4,2011-10-11 11:15:51,11179,7
176149,4,2011-10-11 12:01:24,11179,2733
176149,4,2011-10-11 12:01:35,11179,11
176149,4,2011-10-11 12:23:10,0,1295
176149,4,2011-10-11 12:31:18,0,488
176149,4,2011-10-11 12:31:24,0,6
176149,5,2011-10-11 12:31:36,10862,12
176149,4,2011-10-11 12:31:38,0,2
176155,0,2011-10-11 11:01:45,112,0
176155,1,2011-10-11 11:01:45,112,0
176155,6,2011-10-11 11:02:21,112,36
176155,6,2011-10-11 11:25:02,10881,1361
176155,2,2011-10-11 11:25:21,10881,19
176155,6,2011-10-11 11:25:24,10881,3
176161,0,2011-10-11 11:59:22,112,0
176161,1,2011-10-11 11:59:22,112,0
176161,2,2011-10-11 12:00:26,112,64
176164,0,2011-10-11 12:02:33,112,0
176164,1,2011-10-11 12:02:33,112,0
176164,6,2011-10-11 12:03:15,112,42
176164,6,2011-10-11 12:15:02,10881,707
176164,2,2011-10-11 12:15:17,10881,15
176164,6,2011-10-11 12:15:21,10881,4
176170,0,2011-10-11 12:53:34,112,0
176170,1,2011-10-11 12:53:34,112,0
176170,3,2011-10-11 12:54:10,112,36
176170,4,2011-10-11 12:54:10,112,0
176170,4,2011-10-11 13:18:13,11179,1443
176170,4,2011-10-11 13:19:25,11179,72
176170,4,2011-10-11 13:47:02,11179,1657
176170,4,2011-10-11 13:50:51,11179,229
176170,4,2011-10-11 14:03:43,10881,772
176170,5,2011-10-11 14:06:00,10881,137
176170,4,2011-10-11 14:06:01,10881,1
176173,0,2011-10-11 13:10:56,112,0
176173,1,2011-10-11 13:10:56,112,0
176173,2,2011-10-11 13:11:40,112,44
176194,0,2011-10-11 14:28:48,112,0
176194,1,2011-10-11 14:28:48,112,0
176194,3,2011-10-11 14:29:22,112,34
176194,4,2011-10-11 14:29:23,112,1
176194,4,2011-10-11 14:50:29,11179,1266
176194,4,2011-10-11 14:55:55,11179,326
176194,4,2011-10-11 19:47:11,11119,17476
176194,2,2011-10-11 20:06:00,11119,1129
176194,4,2011-10-11 20:06:05,11119,5
176197,0,2011-10-11 14:38:20,112,0
176197,1,2011-10-11 14:38:21,112,1
176197,2,2011-10-11 14:39:13,112,52
176200,0,2011-10-11 14:39:17,112,0
176200,1,2011-10-11 14:39:17,112,0
176200,2,2011-10-11 14:39:55,112,38
176209,0,2011-10-11 15:17:37,112,0
176209,1,2011-10-11 15:17:37,112,0
176209,6,2011-10-11 15:17:54,112,17
176209,6,2011-10-11 15:37:50,10881,1196
176209,2,2011-10-11 15:39:33,10881,103
176209,6,2011-10-11 15:39:36,10881,3
176212,0,2011-10-11 15:25:47,112,0
176212,1,2011-10-11 15:25:47,112,0
176212,6,2011-10-11 15:26:25,112,38
176212,6,2011-10-11 15:39:00,10881,755
176212,2,2011-10-11 15:39:13,10881,13
176212,6,2011-10-11 15:39:16,10881,3
176215,0,2011-10-11 15:26:02,112,0
176215,1,2011-10-11 15:26:02,112,0
176215,6,2011-10-11 15:26:41,112,39
176215,6,2011-10-11 15:38:50,10881,729
176215,2,2011-10-11 15:40:05,10881,75
176215,6,2011-10-11 15:40:08,10881,3
176221,0,2011-10-11 15:45:47,112,0
176221,1,2011-10-11 15:45:47,112,0
176221,2,2011-10-11 15:46:25,112,38
176230,0,2011-10-11 16:07:32,112,0
176230,1,2011-10-11 16:07:33,112,1
176230,3,2011-10-11 16:08:09,112,36
176230,4,2011-10-11 16:08:10,112,1
176230,4,2011-10-11 16:19:07,11179,657
176230,4,2011-10-11 16:24:44,11179,337
176230,4,2011-10-11 16:24:57,11179,13
176230,2,2011-10-11 16:28:40,11179,223
176230,4,2011-10-11 16:28:42,11179,2
176233,0,2011-10-11 16:11:57,112,0
176233,1,2011-10-11 16:11:57,112,0
176233,2,2011-10-11 16:12:55,112,58
176236,0,2011-10-11 16:40:06,112,0
176236,1,2011-10-11 16:40:06,112,0
176236,6,2011-10-11 16:41:13,112,67
176236,6,2011-10-11 16:50:22,11001,549
176236,6,2011-10-11 16:51:40,11001,78
176236,6,2011-10-11 16:53:02,10982,82
176236,2,2011-10-11 16:53:42,10982,40
176236,6,2011-10-11 16:53:45,10982,3
176242,0,2011-10-11 17:15:09,112,0
176242,1,2011-10-11 17:15:09,112,0
176242,2,2011-10-11 17:16:03,112,54
176245,0,2011-10-11 17:29:43,112,0
176245,1,2011-10-11 17:29:44,112,1
176245,6,2011-10-11 17:29:53,112,9
176245,6,2011-10-11 17:37:20,10863,447
176245,2,2011-10-11 17:39:45,10863,145
176245,6,2011-10-11 17:39:48,10863,3
176248,0,2011-10-11 17:37:55,112,0
176248,1,2011-10-11 17:37:55,112,0
176248,2,2011-10-11 17:38:32,112,37
176251,0,2011-10-11 18:00:29,112,0
176251,1,2011-10-11 18:00:29,112,0
176251,2,2011-10-11 18:01:05,112,36
176254,0,2011-10-11 18:02:51,112,0
176254,1,2011-10-11 18:02:51,112,0
176254,2,2011-10-11 18:03:26,112,35
176257,0,2011-10-11 18:19:09,112,0
176257,1,2011-10-11 18:19:10,112,1
176257,2,2011-10-11 18:19:55,112,45
176260,0,2011-10-11 18:24:42,112,0
176260,1,2011-10-11 18:24:42,112,0
176260,2,2011-10-11 18:25:14,112,32
176263,0,2011-10-11 18:40:03,112,0
176263,1,2011-10-11 18:40:03,112,0
